x_pos,y_pos,a,c,volume,Hc_measured,main_phase_composition,formula,Ms,A,K1,Hc_calculated,Mr_calculated,BHmax_calculated,measured_height,Neff
-5,0,8.7826,12.1607,938.004197,1212952.203,0.43615,Nd1.128Ce0.872Fe14B,1196692.955,6.974333801,3.293389829,1665482.085,468934.8902,26771.55473,915,0.217279726
0,0,8.7813,12.1579,937.5106194,1160827.127,0.46765,Nd1.065Ce0.935Fe14B,1187322.304,6.865865046,3.167552521,1613040.354,465154.4039,26247.49202,910,0.218213058
5,0,8.78,12.155,937.009502,1082088.676,0.50005,Nd1.000Ce1.000Fe14B,1177053.83,6.748226284,3.036822592,1558407.386,460998.6607,25695.0149,941,0.212552301
10,0,8.7786,12.1519,936.4718095,919136.9901,0.5344,Nd0.931Ce1.069Fe14B,1165466.637,6.616933179,2.897549171,1500010.439,456321.4198,25090.55879,879,0.224183583
15,0,8.7774,12.149,935.992379,844124.0643,0.56625,Nd0.868Ce1.132Fe14B,1154075.724,6.489287686,2.768493412,1445695.533,451726.415,24486.31702,836,0.233027523
20,0,8.776,12.1459,935.4550639,720458.7031,0.6011,Nd0.798Ce1.202Fe14B,1140895.524,6.343261317,2.628165034,1386407.471,446507.0719,23811.18557,785,0.244465833
25,0,8.775,12.1437,935.0724898,612431.8474,0.62575,Nd0.749Ce1.251Fe14B,1131119.22,6.236051535,2.529918453,1344754.526,442591.0662,23313.11223,727,0.25891947
30,0,8.7743,12.1422,934.8078279,479935.4864,0.64175,Nd0.717Ce1.283Fe14B,1124571.707,6.164755948,2.4667617,1317910.789,439818.4487,23004.84582,666,0.276086957
35,0,8.7741,12.1416,934.7190218,395621.422,0.6486,Nd0.703Ce1.297Fe14B,1121719.884,6.133826625,2.439895563,1306476.973,438668.5229,22847.10626,584,0.303102625
40,0,8.7729,12.1391,934.2709539,299811.9126,0.6763,Nd0.647Ce1.353Fe14B,1109889.488,6.006304972,2.332474722,1260678.711,433903.4683,22269.56401,546,0.3175
-40,5,8.7855,12.1675,939.1486122,631697.6468,0.3613,Nd1.277Ce0.723Fe14B,1216551.027,7.208003247,3.583683318,1786048.086,477253.898,27867.80172,616,0.291954023
-35,5,8.7857,12.1677,939.2068094,842756.1718,0.3585,Nd1.283Ce0.717Fe14B,1217228.406,7.216071174,3.594224304,1790419.09,477213.6589,27904.4058,679,0.272240086
-30,5,8.7853,12.1669,939.0595448,976048.5762,0.36795,Nd1.264Ce0.736Fe14B,1214923.381,7.188644498,3.558541977,1775622.191,476285.2071,27774.31725,737,0.256306761
-25,5,8.7853,12.1668,939.0518266,974984.4761,0.36875,Nd1.263Ce0.737Fe14B,1214725.784,7.186296943,3.555507561,1774364.773,476204.4309,27772.52695,789,0.243528284
-20,5,8.7848,12.1657,938.8600507,989886.7661,0.38095,Nd1.238Ce0.762Fe14B,1211664.742,7.150001624,3.50897996,1755064.227,475009.0444,27590.72371,841,0.23196347
-15,5,8.7843,12.1646,938.6683002,1083014.263,0.39345,Nd1.213Ce0.787Fe14B,1208435.502,7.111855174,3.460842799,1735086.162,473754.8204,27426.83327,867,0.226583408
-10,5,8.7834,12.1626,938.3216703,1113472.698,0.41515,Nd1.170Ce0.830Fe14B,1202605.731,7.043351497,3.37627427,1699956.679,471453.1654,27081.4631,889,0.222222222
-5,5,8.7822,12.16,937.864768,1154122.077,0.44485,Nd1.110Ce0.890Fe14B,1194165.098,6.944964661,3.258796052,1651079.982,467915.7216,26618.77461,899,0.220294883
0,5,8.7809,12.1571,937.3635283,1098425.133,0.47625,Nd1.047Ce0.953Fe14B,1184659.119,6.835234691,3.132953118,1598597.566,464074.9615,26102.7473,894,0.221254355
5,5,8.7795,12.1538,936.8102886,1066026.574,0.5133,Nd0.973Ce1.027Fe14B,1172669.847,6.698375094,2.983139187,1535924.219,459258.5757,25491.70326,893,0.221447254
10,5,8.7781,12.1506,936.2649643,870671.121,0.5487,Nd0.903Ce1.097Fe14B,1160429.522,6.560318079,2.839554835,1475627.164,454289.2402,24814.24005,864,0.227191413
15,5,8.7767,12.1475,935.727548,781639.7687,0.58375,Nd0.833Ce1.167Fe14B,1147551.023,6.416780772,2.697861213,1415885.69,449116.5526,24157.86346,843,0.231540565
20,5,8.7753,12.1443,935.182631,666733.3633,0.6187,Nd0.763Ce1.237Fe14B,1133953.751,6.26704153,2.557909931,1356634.835,443617.5845,23460.75487,772,0.247563353
25,5,8.7744,12.1424,934.8445339,574687.9374,0.63975,Nd0.721Ce1.279Fe14B,1125398.849,6.173740671,2.474626211,1321257.446,440171.7549,23041.14826,716,0.26185567
30,5,8.7742,12.142,934.7711228,463152.9551,0.64425,Nd0.712Ce1.288Fe14B,1123534.279,6.153495942,2.456943851,1313734.192,439419.2898,22950.73721,656,0.279120879
35,5,8.7737,12.1408,934.5722162,351235.1988,0.6583,Nd0.683Ce1.317Fe14B,1117631.551,6.089616052,2.40204648,1290355.366,437030.1256,22651.64907,593,0.299881936
40,5,8.7724,12.1379,934.0721159,280260.113,0.6901,Nd0.620Ce1.380Fe14B,1103816.838,5.941326674,2.279782022,1238164.61,431624.4426,21976.82557,537,0.321112516
-40,10,8.7855,12.1674,939.1408937,607330.4319,0.3625,Nd1.275Ce0.725Fe14B,1216259.28,7.204530467,3.579157529,1784170.661,476938.7437,27856.10375,598,0.298122066
-35,10,8.785,12.1663,938.9491062,753194.4155,0.37425,Nd1.252Ce0.748Fe14B,1213356.888,7.170049181,3.534589945,1765688.074,475697.2054,27690.53381,658,0.278508772
-30,10,8.785,12.1662,938.9413886,896096.3443,0.3751,Nd1.250Ce0.750Fe14B,1213143.709,7.167521316,3.531348629,1764343.092,475629.8042,27676.93929,714,0.262396694
-25,10,8.785,12.1662,938.9413886,921740.8757,0.37555,Nd1.249Ce0.751Fe14B,1213030.673,7.16618121,3.52963172,1763631.237,475520.3175,27670.11568,765,0.249263984
-20,10,8.7845,12.1652,938.7573441,942029.8615,0.38665,Nd1.227Ce0.773Fe14B,1210203.884,7.132726727,3.487085501,1745978.395,474398.9315,27514.89737,805,0.239848914
-15,10,8.7837,12.1633,938.4397762,980045.271,0.40725,Nd1.186Ce0.814Fe14B,1204761.005,7.068623868,3.407199457,1712807.074,472212.9446,27203.41494,840,0.232175503
-10,10,8.7829,12.1614,938.1222772,1022922.253,0.42865,Nd1.143Ce0.857Fe14B,1198835.313,6.999288176,3.323097247,1677844.137,469797.512,26906.70579,861,0.227802691
-5,10,8.7815,12.1584,937.5918822,1043528.732,0.4626,Nd1.075Ce0.925Fe14B,1188865.169,6.883649466,3.187827036,1621498.656,466002.7333,26330.94659,870,0.225978648
0,10,8.7801,12.1552,937.0462643,1046102.638,0.49735,Nd1.005Ce0.995Fe14B,1177934.004,6.758261406,3.047750416,1562981.352,461398.1767,25737.06733,866,0.226785714
5,10,8.7788,12.1522,936.5376008,926789.0946,0.5312,Nd0.938Ce1.062Fe14B,1166576.628,6.629445884,2.910531658,1505461.15,456805.2526,25140.34605,848,0.230490018
10,10,8.7773,12.1489,935.9633477,879161.8126,0.56735,Nd0.865Ce1.135Fe14B,1153671.163,6.484779264,2.764045868,1443821.411,451561.992,24461.48838,814,0.237827715
15,10,8.7759,12.1458,935.4260439,697365.8487,0.60275,Nd0.795Ce1.205Fe14B,1140252.885,6.336185589,2.621557875,1383610.559,446393.7402,23788.9687,797,0.241674596
20,10,8.7749,12.1434,935.0280781,614319.5441,0.62835,Nd0.743Ce1.257Fe14B,1130066.073,6.224556818,2.519619391,1340379.748,442044.1617,23257.484,767,0.24877571
25,10,8.7742,12.142,934.7711228,487012.207,0.64475,Nd0.711Ce1.289Fe14B,1123326.327,6.151240066,2.454982012,1312901.025,439387.8686,22927.8315,696,0.267368421
30,10,8.7736,12.1407,934.5432147,410326.932,0.6592,Nd0.682Ce1.318Fe14B,1117249.249,6.085489617,2.398546857,1288866.052,436889.1299,22646.37648,636,0.285393258
35,10,8.7733,12.14,934.4254257,314636.17,0.66675,Nd0.667Ce1.333Fe14B,1114022.263,6.050710843,2.369274045,1276382.96,435715.8295,22472.84228,575,0.306393245
40,10,8.7718,12.1365,933.8366238,284789.7064,0.70515,Nd0.590Ce1.410Fe14B,1097058.25,5.869381374,2.223023979,1213883.255,428849.7351,21656.33261,522,0.327319588
-40,15,8.7858,12.1681,939.259066,,0.35475,Nd1.291Ce0.709Fe14B,1218128.239,7.226799056,3.608298974,1796252.527,477632.5367,27962.09084,573,0.30713422
-35,15,8.7847,12.1656,938.8309591,684272.3177,0.38225,Nd1.236Ce0.764Fe14B,1211333.286,7.146079469,3.50399498,1752994.756,474950.1916,27583.90865,629,0.287655719
-30,15,8.785,12.1662,938.9413886,791049.5309,0.37595,Nd1.248Ce0.752Fe14B,1212930.095,7.164988946,3.528105048,1762998.68,475499.063,27662.50094,682,0.271367521
-25,15,8.7847,12.1656,938.8309591,850817.8838,0.38265,Nd1.235Ce0.765Fe14B,1211231.095,7.144870543,3.502460121,1752357.891,474826.7728,27589.11831,731,0.25786802
-20,15,8.7843,12.1647,938.6760166,875335.0191,0.3921,Nd1.216Ce0.784Fe14B,1208788.795,7.116021494,3.466063116,1737252.122,473872.558,27457.80018,770,0.248046875
-15,15,8.7835,12.1628,938.3584662,938577.4876,0.41335,Nd1.173Ce0.827Fe14B,1203100.123,7.049143177,3.383333632,1702891.911,471591.1465,27112.84202,801,0.240758294
-10,15,8.7824,12.1605,937.9460504,992317.2423,0.43905,Nd1.122Ce0.878Fe14B,1195855.437,6.964594342,3.281873872,1660688.324,468600.206,26714.07021,821,0.23627907
-5,15,8.781,12.1573,937.4002997,928096.8175,0.4746,Nd1.051Ce0.949Fe14B,1185173.571,6.84114496,3.139597993,1601371.687,464454.0297,26134.6146,830,0.234317343
0,15,8.7794,12.1537,936.7812401,912619.5253,0.5147,Nd0.971Ce1.029Fe14B,1172200.359,6.693049343,2.977462734,1533542.871,459077.2463,25435.37347,821,0.23627907
5,15,8.778,12.1505,936.2359272,819670.4153,0.54995,Nd0.900Ce1.100Fe14B,1159983.241,6.555315159,2.834488274,1473494.135,454110.2908,24803.19962,811,0.238497653
10,15,8.7768,12.1478,935.7719807,770294.6524,0.5796,Nd0.841Ce1.159Fe14B,1149115.403,6.434125779,2.714584867,1422948.475,449727.9544,24264.5367,783,0.244937319
15,15,8.7756,12.1451,935.308183,657673.7533,0.6098,Nd0.780Ce1.220Fe14B,1137488.069,6.305789718,2.593373785,1371670.841,445033.1873,23635.37807,746,0.254
20,15,8.7746,12.1428,934.9179487,665554.6994,0.63575,Nd0.729Ce1.271Fe14B,1127045.671,6.191647898,2.490381829,1327955.106,440871.6708,23113.47345,734,0.25708502
25,15,8.7739,12.1413,934.6533152,469397.0151,0.6518,Nd0.696Ce1.304Fe14B,1120377.634,6.119295047,2.427383304,1301152.373,438151.5851,22787.0158,680,0.271948608
30,15,8.7738,12.141,934.6089161,386849.586,0.655,Nd0.690Ce1.310Fe14B,1119029.007,6.104710892,2.414896381,1295830.636,437681.3268,22722.55455,623,0.289623717
35,15,8.7727,12.1385,934.1821802,281783.0408,0.6833,Nd0.633Ce1.367Fe14B,1106824.041,5.973464195,2.305672488,1249232.588,432809.3884,22121.8146,560,0.312039312
40,15,8.7707,12.134,933.4101158,,0.733,Nd0.534Ce1.466Fe14B,1084176.725,5.733316181,2.120169168,1169804.538,423548.7745,21065.79676,501,0.336423841
-40,20,8.7857,12.1677,939.2068094,,0.3587,Nd1.283Ce0.717Fe14B,1217180.178,7.21549653,3.593472274,1790106.832,477237.9477,27907.61183,,
-35,20,8.7848,12.1659,938.8754852,607670.0983,0.37885,Nd1.242Ce0.758Fe14B,1212198.023,7.156315238,3.51702183,1758400.895,475227.1576,27620.23876,593,0.299881936
-30,20,8.7847,12.1655,938.823242,662914.0485,0.3834,Nd1.233Ce0.767Fe14B,1211039.227,7.14260113,3.499580976,1751164.123,474724.1448,27559.6415,644,0.28285078
-25,20,8.7843,12.1647,938.6760166,765331.3369,0.39205,Nd1.216Ce0.784Fe14B,1208801.859,7.116175586,3.466256364,1737332.381,473834.5259,27450.85323,721,0.260512821
-20,20,8.7838,12.1636,938.4842906,787950.4449,0.40405,Nd1.192Ce0.808Fe14B,1205623.298,7.078752452,3.419682567,1717993.272,472571.2559,27251.05086,726,0.259183673
-15,20,8.7832,12.1621,938.2403669,786114.9682,0.4206,Nd1.159Ce0.841Fe14B,1201096.872,7.025695668,3.354854671,1691053.517,470739.9081,27000.63105,754,0.251984127
-10,20,8.7823,12.1601,937.8938393,839323.9763,0.4437,Nd1.113Ce0.887Fe14B,1194501.873,6.948872703,3.263376555,1652986.096,468083.6788,26640.78544,773,0.247322298
-5,20,8.7809,12.1569,937.3481075,820796.1679,0.47855,Nd1.043Ce0.957Fe14B,1183939.236,6.826969648,3.123685657,1594727.149,463779.347,26064.84891,777,0.246362755
0,20,8.7793,12.1535,936.7444845,739655.749,0.51705,Nd0.966Ce1.034Fe14B,1171409.591,6.684084673,2.967933085,1529547.621,458732.7817,25395.45095,776,0.246601942
5,20,8.7779,12.1504,936.2068908,712839.1548,0.5515,Nd0.897Ce1.103Fe14B,1159428.519,6.54909952,2.828206632,1470850.416,453887.7741,24761.42073,758,0.250988142
10,20,8.7767,12.1475,935.727548,658769.57,0.5833,Nd0.833Ce1.167Fe14B,1147721.169,6.41866606,2.699673736,1416652.356,449195.9648,24164.15366,737,0.256306761
15,20,8.7757,12.1453,935.3449018,572555.3168,0.6075,Nd0.785Ce1.215Fe14B,1138393.449,6.315735127,2.602560076,1375563.441,445473.5735,23690.54595,703,0.265412748
20,20,8.7748,12.1432,934.9913674,500358.0791,0.6308,Nd0.738Ce1.262Fe14B,1129069.842,6.213692916,2.509926864,1336262.048,441661.2704,23212.44641,659,0.278203724
25,20,8.7743,12.1421,934.8001291,402644.8469,0.64375,Nd0.713Ce1.287Fe14B,1123742.076,6.155750528,2.458906271,1314567.924,439574.7786,22954.45155,642,0.283482143
30,20,8.7735,12.1404,934.498819,299813.9576,0.662,Nd0.676Ce1.324Fe14B,1116056.634,6.072625386,2.387672798,1284228.911,436389.1079,22579.45949,588,0.301662708
35,20,8.772,12.1369,933.909987,262736.6466,0.70075,Nd0.598Ce1.402Fe14B,1099048.862,5.890531155,2.23953746,1220950.738,429539.5482,21768.5118,531,0.323566879
40,20,8.7697,12.1317,933.020393,,0.75835,Nd0.483Ce1.517Fe14B,1072027.314,5.606218113,2.029314348,1130013.884,418670.6273,20510.49077,,
-40,25,8.7851,12.1664,938.9782003,,0.37355,Nd1.253Ce0.747Fe14B,1213532.121,7.17212757,3.537257554,1766795.515,475755.8026,27696.16471,,
-35,25,8.784,12.1639,938.5501757,,0.40075,Nd1.199Ce0.801Fe14B,1206506.063,7.089131934,3.432528432,1723329.122,472941.0714,27297.97488,,
-30,25,8.7835,12.1629,938.3661812,579756.4392,0.4118,Nd1.176Ce0.824Fe14B,1203524.281,7.054114669,3.389406404,1705414.065,471746.2667,27133.40065,599,0.297772567
-25,25,8.7834,12.1627,938.3293851,607552.4171,0.4145,Nd1.171Ce0.829Fe14B,1202784.487,7.045445209,3.378824358,1701016.097,471495.1541,27101.51326,636,0.285393258
-20,25,8.783,12.1618,938.1744962,663509.8812,0.4241,Nd1.152Ce0.848Fe14B,1200118.406,7.014262222,3.341064096,1685317.152,470411.5517,26970.98151,674,0.273706897
-15,25,8.7827,12.1611,938.056412,718275.5476,0.43195,Nd1.136Ce0.864Fe14B,1197896.875,6.988349875,3.310039683,1672411.39,469635.8422,26826.26081,701,0.265968586
-10,25,8.7817,12.1588,937.6654376,698001.251,0.4577,Nd1.085Ce0.915Fe14B,1190347.379,6.900762159,3.20746617,1629688.571,466474.5822,26425.92237,718,0.261316872
-5,25,8.7803,12.1558,937.1352106,709051.7744,0.49155,Nd1.017Ce0.983Fe14B,1179809.691,6.779676551,3.071208287,1572793.923,462160.1039,25836.48447,725,0.259448417
0,25,8.779,12.1527,936.6188094,713875.8943,0.5259,Nd0.948Ce1.052Fe14B,1168401.233,6.650043548,2.932034238,1514488.317,457601.3701,25270.64883,722,0.260245902
5,25,8.7777,12.1499,936.1257053,639230.2347,0.55675,Nd0.887Ce1.113Fe14B,1157538.64,6.527947876,2.806938413,1461895.677,453216.4515,24664.77765,708,0.264033264
10,25,8.7765,12.1471,935.6540917,584668.4113,0.5878,Nd0.824Ce1.176Fe14B,1146014.083,6.399763969,2.681558702,1408996.49,448478.7371,24082.11459,684,0.270788913
15,25,8.7755,12.145,935.279166,484950.1756,0.61165,Nd0.777Ce1.223Fe14B,1136757.45,6.297769797,2.585991029,1368543.37,444878.6556,23602.14157,652,0.280353201
20,25,8.775,12.1437,935.0724898,400913.4805,0.6256,Nd0.749Ce1.251Fe14B,1131179.85,6.236713612,2.530513035,1345006.862,442493.0418,23350.56615,614,0.292626728
25,25,8.7741,12.1418,934.7344187,353075.6973,0.6467,Nd0.707Ce1.293Fe14B,1122513.827,6.142429821,2.447336433,1309645.807,439062.7526,22896.49041,570,0.308252427
30,25,8.7725,12.1382,934.1164987,315974.74,0.68655,Nd0.627Ce1.373Fe14B,1105390.383,5.958133171,2.293280019,1243933.312,432454.6533,22052.02158,547,0.31710362
35,25,8.7702,12.1328,933.2113955,,0.7462,Nd0.508Ce1.492Fe14B,1077900.938,5.667516718,2.07250884,1149342.22,421009.6185,20776.87637,,
40,25,8.7663,12.1241,931.713027,,0.8433,Nd0.313Ce1.687Fe14B,1028349.53,5.158598991,1.748451218,995032.2753,401253.6604,18624.21742,,
-40,30,8.7899,12.1772,940.8389911,,0.25345,Nd1.493Ce0.507Fe14B,1239257.08,7.482311596,3.966115864,1944586.06,486123.1564,29183.58598,,
-35,30,8.8,12.2,944.768,,0,Nd2.000Ce0.000Fe14B,1265679.684,7.8106,4.5633,2197011.687,496832.926,30833.8446,,
-30,30,8.7825,12.1607,937.9828366,,0.4372,Nd1.126Ce0.874Fe14B,1196390.305,6.970813259,3.289222076,1663748.153,468943.6233,26741.9294,,
-25,30,8.7832,12.1621,938.2403669,523177.0084,0.42075,Nd1.158Ce0.842Fe14B,1201055.09,7.025207183,3.354264197,1690807.669,470710.1003,26994.99329,587,0.302021403
-20,30,8.7828,12.1612,938.0854873,580844.4785,0.43095,Nd1.138Ce0.862Fe14B,1198181.947,6.991671427,3.313998835,1674058.947,469542.9782,26838.57605,618,0.291284404
-15,30,8.7823,12.1601,937.8938393,576380.3114,0.4431,Nd1.114Ce0.886Fe14B,1194677.264,6.950908552,3.265765469,1653981.236,468286.3813,26647.91861,642,0.283482143
-10,30,8.7814,12.158,937.5396833,580202.3206,0.4662,Nd1.068Ce0.932Fe14B,1187766.893,6.870986796,3.173377318,1615472.636,465337.7322,26276.52356,658,0.278508772
-5,30,8.7802,12.1554,937.0830276,610182.1017,0.4955,Nd1.009Ce0.991Fe14B,1178534.515,6.765113137,3.055235258,1566112.295,461770.8011,25773.22389,665,0.276387378
0,30,8.7792,12.1531,936.6923151,590136.8017,0.52095,Nd0.958Ce1.042Fe14B,1170089.789,6.669138062,2.952114911,1522914.247,458252.1984,25322.33595,661,0.277595628
5,30,8.7777,12.1499,936.1257053,550201.7442,0.5566,Nd0.887Ce1.113Fe14B,1157592.872,6.528554319,2.807545881,1462151.449,453310.8333,24663.45312,648,0.281596452
10,30,8.7768,12.1479,935.779684,490768.8935,0.57915,Nd0.842Ce1.158Fe14B,1149284.395,6.436000958,2.716399347,1423715.612,449802.9518,24240.68074,658,0.278508772
15,30,8.7761,12.1463,935.5071905,402669.5968,0.5972,Nd0.806Ce1.194Fe14B,1142407.793,6.359927986,2.643797444,1393025.993,447021.5885,23893.26696,599,0.297772567
20,30,8.7752,12.1443,935.1613172,361046.8245,0.61915,Nd0.762Ce1.238Fe14B,1133773.745,6.265071251,2.556120488,1355873.944,443655.0668,23448.82597,563,0.310893513
25,30,8.7736,12.1406,934.5355171,277614.4236,0.6599,Nd0.680Ce1.320Fe14B,1116951.553,6.082277308,2.395826396,1287703.993,436825.8005,22615.56224,524,0.326478149
30,30,8.7694,12.1311,932.9104179,,0.7658,Nd0.468Ce1.532Fe14B,1068379.721,5.5682873,2.003164874,1118089.616,417184.745,20347.5745,,
35,30,8.7622,12.1149,930.1353656,,0.94545,Nd0.109Ce1.891Fe14B,969729.9459,4.578769355,1.472577064,871968.8221,377922.2991,16361.12843,,
40,30,8.76,12.11,929.292336,,0.99995,Nd0.000Ce2.000Fe14B,935704.0107,4.252204815,1.359990792,832220.8858,364611.2473,15194.95845,,
-35,35,8.8,12.2,944.768,,0,Nd2.000Ce0.000Fe14B,1265679.684,7.8106,4.5633,2197011.687,496905.4157,30837.12859,,
-30,35,8.8,12.2,944.768,,0,Nd2.000Ce0.000Fe14B,1265679.684,7.8106,4.5633,2197011.687,496875.8747,30822.54925,,
-25,35,8.7832,12.1621,938.2403669,,0.42105,Nd1.158Ce0.842Fe14B,1200971.485,7.024229803,3.353083098,1690315.907,470669.1454,26999.91545,,
-20,35,8.7831,12.1621,938.2190026,485558.8335,0.4216,Nd1.157Ce0.843Fe14B,1200818.067,7.022436527,3.350917236,1689414.608,470640.236,26986.7655,559,0.312423124
-15,35,8.7824,12.1604,937.9383373,486332.368,0.4402,Nd1.120Ce0.880Fe14B,1195521.905,6.960718212,3.277302889,1658786.364,468466.3729,26692.99617,565,0.31013431
-10,35,8.7816,12.1586,937.6286594,460810.5788,0.4595,Nd1.081Ce0.919Fe14B,1189804.591,6.894492314,3.200255744,1626682.912,466152.3426,26381.46024,595,0.299175501
-5,35,8.7804,12.156,937.1719761,485956.9662,0.4891,Nd1.022Ce0.978Fe14B,1180595.836,6.788664326,3.081109614,1576934.119,462476.8075,25882.03869,600,0.297423888
0,35,8.7796,12.1542,936.8624621,449578.631,0.50905,Nd0.982Ce1.018Fe14B,1174087.729,6.714474257,3.000367037,1543142.285,459819.3919,25556.23126,598,0.298122066
5,35,8.7787,12.1521,936.508558,384623.112,0.5323,Nd0.935Ce1.065Fe14B,1166195.778,6.625151119,2.906068861,1503588.21,456671.937,25122.76118,586,0.302380952
10,35,8.7777,12.1498,936.1180005,335425.8594,0.55725,Nd0.886Ce1.114Fe14B,1157357.767,6.525925501,2.804913609,1461043.704,453054.2691,24650.8411,568,0.309002433
15,35,8.7761,12.1461,935.4917865,285839.6302,0.59845,Nd0.803Ce1.197Fe14B,1141924.116,6.354594957,2.638784734,1390902.893,446854.5526,23861.68036,542,0.319095477
20,35,8.7744,12.1424,934.8445339,281536.3365,0.64025,Nd0.719Ce1.281Fe14B,1125192.297,6.171496432,2.472659241,1320420.129,440282.3817,23029.76367,511,0.332026144
25,35,8.7721,12.1373,933.96206,,0.6972,Nd0.606Ce1.394Fe14B,1100646.08,5.907525488,2.252909835,1226670.682,430198.3083,21826.02243,,
30,35,8.76,12.11,929.292336,,1,Nd0.000Ce2.000Fe14B,935671.9099,4.2519,1.3599,832220.3264,364565.664,15206.86509,,
35,35,8.76,12.11,929.292336,,1,Nd0.000Ce2.000Fe14B,935671.9099,4.2519,1.3599,832220.3281,364557.5888,15200.09305,,
-30,40,8.7853,12.167,939.0672629,,0.36665,Nd1.267Ce0.733Fe14B,1215243.657,7.192450727,3.563468421,1777665.347,476461.9754,27798.81981,,
-25,40,8.7809,12.1571,937.3635283,,0.4767,Nd1.047Ce0.953Fe14B,1184518.526,6.833620044,3.131140363,1597839.986,464042.4973,26109.94499,,
-20,40,8.7811,12.1574,937.4293612,,0.4737,Nd1.053Ce0.947Fe14B,1185453.482,6.844362045,3.143221193,1602885.46,464489.074,26143.18482,,
-15,40,8.7815,12.1584,937.5918822,,0.4626,Nd1.075Ce0.925Fe14B,1188865.169,6.883649466,3.187827036,1621498.67,465782.3463,26329.48874,,
-10,40,8.7808,12.1568,937.3190476,385478.8046,0.4799,Nd1.040Ce0.960Fe14B,1183515.194,6.822104079,3.118243486,1592453.714,463808.5972,26038.31473,,
-5,40,8.7799,12.1547,936.9650319,397787.4816,0.50295,Nd0.994Ce1.006Fe14B,1176103.495,6.737401236,3.025080419,1553491.634,460637.3689,25666.79652,,
0,40,8.7791,12.153,936.663269,333671.5296,0.52235,Nd0.955Ce1.045Fe14B,1169613.741,6.663751623,2.946435866,1520532.389,458179.9252,25308.38892,,
5,40,8.7775,12.1494,936.0445242,281872.9798,0.5619,Nd0.876Ce1.124Fe14B,1155668.274,6.507051507,2.786089938,1453113.398,452374.5743,24568.33053,,
10,40,8.7757,12.1454,935.3526031,271292.701,0.6066,Nd0.787Ce1.213Fe14B,1138746.836,6.319619165,2.606156994,1377088.654,445548.4887,23702.66691,,
15,40,8.7735,12.1403,934.4911216,,0.66295,Nd0.674Ce1.326Fe14B,1115650.886,6.068251658,2.383988139,1282657.022,436307.6086,22558.17707,,
20,40,8.7712,12.1352,933.6088632,,0.7202,Nd0.560Ce1.440Fe14B,1090157.64,5.796321099,2.167071336,1189915.445,426153.7862,21337.83043,,
25,40,8.7683,12.1287,932.4918717,,0.79235,Nd0.415Ce1.585Fe14B,1055095.234,5.431009373,1.91219263,1070502.664,411965.1545,19772.01328,,
30,40,8.76,12.11,929.292336,,1,Nd0.000Ce2.000Fe14B,935671.9099,4.2519,1.3599,832220.3242,364687.3943,15188.10577,,
